Crime_Type,Latitude,Longitude,Date,Time,Weather,Population_Density
Homicide,26.19441158496560,93.74309954473210,2024-04-19,20:06,Foggy,High
Homicide,10.754752544528200,94.12048402172560,2024-03-10,12:00,Cloudy,High
Drug Offense,35.53070879542060,89.95599482415250,2024-08-19,15:23,Cloudy,Low
Drug Offense,11.93831161806940,85.31870624552400,2024-10-15,10:22,Clear,Low
Homicide,29.967976385057800,91.13788716288780,2024-01-12,15:20,Clear,High
Burglary,13.355897844045600,93.04553006549560,2024-05-28,06:49,Stormy,Medium
Assault,36.410380361252800,70.09266048957050,2024-01-21,11:21,Foggy,High
Fraud,30.6044734510796,82.4640634674656,2024-06-10,00:32,Cloudy,Medium
Drug Offense,36.19105192469140,90.32407427106200,2024-10-08,00:52,Stormy,Low
Theft,21.37313834071830,73.08016748463440,2024-06-13,05:49,Clear,High
Drug Offense,36.09599129755580,91.02884759847870,2024-06-12,19:21,Foggy,Low
Burglary,11.585596905270400,76.77780207120580,2024-04-30,23:17,Stormy,High
Robbery,19.717400648494600,82.30652440580720,2024-11-18,16:30,Foggy,Low
Fraud,8.491608825111420,93.49322426855760,2024-08-09,11:40,Rainy,High
Burglary,18.420794291997200,88.44298036157800,2024-06-24,15:18,Cloudy,Low
Burglary,22.96794332984030,72.72660295679920,2024-08-17,18:10,Cloudy,High
Fraud,12.694730114824000,71.4674190646052,2024-02-05,04:10,Rainy,Medium
Drug Offense,34.55053105002440,86.23625843790020,2024-04-27,16:44,Rainy,Low
Arson,19.7782321834762,79.90276121442660,2024-03-28,04:22,Clear,Low
Robbery,19.127453958139300,90.6392644930424,2024-09-09,00:45,Clear,High
Fraud,13.873691409046200,73.15145615217110,2024-03-18,02:26,Rainy,High
Fraud,26.711767709786100,86.44099242580620,2024-06-02,19:53,Foggy,Low
Theft,36.19105192469140,90.32407427106200,2024-03-02,14:55,Rainy,High
Theft,36.09599129755580,91.02884759847870,2024-03-15,12:16,Clear,Medium
Assault,31.724408174986800,79.06078182102240,2024-05-27,09:36,Rainy,High
Homicide,33.502933310822200,89.51128288519850,2024-06-02,01:01,Clear,Medium
Robbery,34.56492935747000,78.22499094504210,2024-07-20,19:20,Foggy,Low
Arson,21.72432898618510,74.73556181266180,2024-04-21,15:16,Foggy,Medium
Fraud,21.254877057816700,94.05380681962080,2024-05-08,02:21,Rainy,Low
Fraud,13.315850543174900,95.55951408885300,2024-03-28,18:52,Stormy,High
Theft,16.21503537727310,72.66789278546440,2024-12-11,03:55,Stormy,High
Burglary,10.674159663967300,91.34716499388070,2024-07-22,15:19,Cloudy,Medium
Arson,13.518649708160300,69.10461476671600,2024-06-26,01:18,Cloudy,Medium
Drug Offense,24.489447147635900,84.11453926115800,2024-01-03,14:41,Clear,Medium
Fraud,8.861230497097600,84.62338671460750,2024-01-15,17:14,Foggy,High
Theft,20.41830645398310,68.88379912761160,2024-09-17,14:43,Rainy,Low
Theft,33.78795394388430,73.16024713673490,2024-05-17,00:26,Stormy,Medium
Fraud,28.010673942385100,86.52162013212860,2024-08-14,12:04,Rainy,Medium
Assault,31.16618776695000,71.0968957152759,2024-10-07,08:03,Foggy,Medium
Burglary,33.799020624990300,70.8187712978277,2024-09-14,01:47,Cloudy,Medium
Assault,10.754752544528200,94.12048402172560,2024-08-13,00:40,Stormy,High
Fraud,16.023969737163500,93.97097727412870,2024-06-27,07:57,Cloudy,High
Drug Offense,33.18264128323110,87.3041348090989,2024-11-03,21:21,Cloudy,Medium
Arson,31.967595756886700,95.9050737087413,2024-09-06,09:37,Cloudy,Medium
Burglary,34.57618219813710,90.03492457955770,2024-08-09,10:59,Stormy,High
Theft,20.162213732101600,79.05258681047880,2024-03-27,15:53,Clear,High
Theft,36.98160136274080,80.17546667841950,2024-02-29,01:11,Stormy,High
Burglary,11.243888310400300,70.23746221970930,2024-05-10,05:06,Rainy,Medium
Theft,14.300504072618800,81.83926187828390,2024-08-10,18:52,Stormy,Medium
Arson,12.490820658758400,90.08698462750770,2024-12-05,09:13,Stormy,High
Theft,36.0982516061131,93.00156718100650,2024-10-05,22:12,Foggy,Medium
Assault,23.556741250241000,69.25487858419150,2024-08-26,23:42,Stormy,Low
Homicide,35.052083169239000,84.18886483920080,2024-09-29,15:47,Clear,Medium
Homicide,10.97852842845390,81.48888168961420,2024-03-26,09:18,Stormy,Low
Drug Offense,9.196193417606970,75.28753306190980,2024-11-20,11:35,Clear,Low
Homicide,17.564025671914000,85.46427622760320,2024-06-02,11:30,Cloudy,Low
Assault,9.009246350157930,74.18943208378900,2024-03-01,22:24,Rainy,Low
Arson,25.479040639749200,71.17602700481190,2024-04-12,05:27,Stormy,Low
Homicide,35.61637335263180,76.90751182325720,2024-01-01,04:22,Foggy,Low
Vandalism,29.469195144920200,78.51197061604470,2024-05-07,00:26,Cloudy,High
Burglary,12.58092965933320,69.86770233467410,2024-05-12,11:49,Stormy,Low
Arson,24.36194015877480,93.62036320104890,2024-03-23,09:51,Cloudy,High
Homicide,27.620587968070100,74.30916681043850,2024-03-17,01:30,Cloudy,High
Theft,24.2697812950493,71.36448604983500,2024-01-21,15:36,Foggy,Low
Assault,12.032491575999500,71.50199355946490,2024-11-14,14:54,Cloudy,Medium
Robbery,32.92495751982040,78.92700254771320,2024-05-26,17:31,Stormy,Medium
Theft,11.243888310400300,70.23746221970930,2024-02-04,08:18,Clear,Low
Burglary,12.490820658758400,90.08698462750770,2024-03-17,14:04,Clear,Low
Drug Offense,29.967976385057800,91.13788716288780,2024-03-19,17:15,Cloudy,High
Robbery,9.586467489155810,75.9684064474716,2024-07-22,14:44,Cloudy,Low
Drug Offense,26.00709866847910,95.52317140320030,2024-10-31,06:52,Foggy,Low
Burglary,30.07434223673550,82.13773550015230,2024-10-25,12:47,Stormy,Medium
Assault,33.818275342736300,85.07653781070850,2024-11-05,19:14,Rainy,High
Burglary,10.555588954651400,93.67055700625980,2024-05-28,18:22,Foggy,High
Burglary,33.819625069930500,77.39915285083460,2024-06-17,20:02,Foggy,High
Burglary,23.556741250241000,69.25487858419150,2024-12-22,03:58,Stormy,High
Arson,21.393910117664000,92.90512796604540,2024-08-14,22:07,Clear,High
Vandalism,27.73171466071070,71.6684109870616,2024-07-12,10:04,Clear,Medium
Robbery,24.44629464146600,69.04428338857630,2024-08-20,20:59,Rainy,High
Arson,36.28279994881110,88.32446037585230,2024-11-18,02:57,Foggy,Medium
Drug Offense,28.83725854845620,91.81952196622080,2024-10-20,00:28,Foggy,Low
Theft,34.050461336843400,69.30799078098530,2024-07-23,18:20,Cloudy,Low
Fraud,19.53277561118810,85.6113379699311,2024-05-16,20:07,Cloudy,Medium
Robbery,33.78869229996020,71.98470675704630,2024-04-12,14:30,Rainy,Medium
Drug Offense,27.734136901947000,69.07317531596010,2024-01-26,20:37,Clear,Medium
Burglary,25.37089666968450,79.86568218873390,2024-02-15,22:19,Foggy,Medium
Homicide,10.430504968801200,78.46955470090660,2024-05-16,11:50,Clear,High
Arson,33.97471841368110,71.86556991082730,2024-12-13,12:00,Rainy,Low
Fraud,34.870876255536900,88.46649973409280,2024-03-11,06:39,Foggy,Medium
Fraud,33.62919633579250,69.01240830176490,2024-09-11,14:14,Rainy,Medium
Assault,19.335983220227300,69.99276801095710,2024-07-07,23:10,Cloudy,Low
Burglary,21.374043978088700,89.20154697444570,2024-10-12,20:52,Clear,Low
Drug Offense,33.78869229996020,71.98470675704630,2024-10-21,00:42,Rainy,Low
Vandalism,13.937854089693800,92.19431411497140,2024-01-08,14:07,Stormy,Low
Burglary,15.289032721674100,70.64137403477380,2024-09-27,22:55,Foggy,Low
Assault,24.19330758791510,74.51129586576980,2024-07-30,19:04,Foggy,Low
Robbery,11.243888310400300,70.23746221970930,2024-11-06,15:06,Cloudy,Medium
Arson,20.70940988056430,74.48268132780460,2024-03-26,01:48,Rainy,High
Theft,34.669051900987600,90.29764067548640,2024-02-24,08:37,Foggy,High
Arson,34.150850298523700,89.22366849896910,2024-10-15,09:51,Cloudy,High
Vandalism,18.923473227362600,72.91595147200250,2024-04-26,05:10,Cloudy,Medium
Robbery,30.64513023337740,68.78799309451030,2024-10-30,16:05,Cloudy,Low
Drug Offense,26.00709866847910,95.52317140320030,2024-09-27,06:39,Foggy,High
Burglary,19.732618935627200,88.42504781772080,2024-08-15,22:00,Clear,Medium
Robbery,8.906293976105130,91.61264302636100,2024-08-08,04:34,Rainy,Medium
Robbery,11.88254659563570,68.40088665318080,2024-01-30,09:00,Clear,Medium
Theft,27.091334826141700,83.54974255190100,2024-07-09,07:41,Stormy,High
Theft,33.65843458698290,85.23704180645100,2024-11-04,18:06,Foggy,Low
Homicide,18.8822550752598,80.88672104046780,2024-05-13,21:21,Foggy,Medium
Burglary,32.47992170748020,89.96814854419140,2024-10-17,06:10,Rainy,High
Vandalism,24.08600596242920,69.47742611788660,2024-12-15,18:57,Rainy,Low
Fraud,20.69291756921530,94.14921838497600,2024-01-29,18:01,Foggy,Medium
Burglary,25.324209456939000,91.09964333367040,2024-10-11,03:06,Clear,High
Robbery,34.65151425351770,74.5876450148295,2024-05-04,09:30,Rainy,Low
Theft,19.335983220227300,69.99276801095710,2024-05-30,03:53,Rainy,Medium
Burglary,22.018636896286500,87.21516407926600,2024-03-08,09:47,Stormy,Low
Theft,13.093663408134600,81.61243670844530,2024-09-05,01:56,Foggy,Medium
Robbery,18.84118702923340,78.75068873694680,2024-05-29,15:29,Clear,High
Homicide,30.95820990223420,94.74363293248760,2024-04-24,18:41,Rainy,High
Assault,33.0759509783187,74.8352042485158,2024-05-14,23:18,Cloudy,Low
Assault,31.387890164219000,69.0314061245538,2024-03-26,00:16,Rainy,High
Arson,23.909810188747700,87.78247989575080,2024-06-13,19:54,Rainy,High
Robbery,17.349901872603800,70.02045040207930,2024-05-18,17:31,Clear,High
Drug Offense,15.809203487292200,88.48322363811940,2024-07-14,17:38,Stormy,Low
Theft,18.456971232271100,76.210797785634,2024-04-01,16:59,Clear,High
Arson,26.253615178875600,91.71975934664840,2024-05-09,11:39,Cloudy,High
Assault,11.15343419339490,90.84512989335340,2024-11-18,16:56,Stormy,Medium
Assault,29.80168136465600,72.65989306489280,2024-03-31,18:31,Foggy,High
Assault,17.83324060824080,96.04236858656210,2024-08-12,02:24,Rainy,Low
Theft,32.59526405083980,75.26681104551510,2024-01-23,03:42,Clear,Medium
Homicide,8.660054373690890,70.69460041538120,2024-12-19,00:20,Clear,High
Theft,29.696382651028200,70.20666762545150,2024-12-24,09:35,Rainy,Medium
Fraud,26.76576224421980,87.97455426979940,2024-09-29,13:43,Stormy,Low
Assault,26.269883401174300,71.55222851754490,2024-05-19,12:47,Cloudy,High
Burglary,21.2338950347662,82.86277944923990,2024-01-16,14:37,Stormy,Medium
Robbery,21.374043978088700,89.20154697444570,2024-10-06,20:36,Cloudy,High
Burglary,20.076227254293100,95.05437562531170,2024-09-16,09:18,Clear,High
Fraud,28.707285232255500,91.52702868782550,2024-07-30,22:29,Cloudy,Low
Theft,23.486518968060000,88.86866497955290,2024-06-11,16:45,Clear,Low
Fraud,33.898771558124900,85.01401026394180,2024-07-08,06:45,Cloudy,Low
Drug Offense,29.571181911214400,73.60423683103180,2024-01-01,05:58,Cloudy,High
Robbery,19.00808834126030,74.4509357873854,2024-06-20,00:11,Cloudy,Medium
Drug Offense,27.096396035668200,90.14963970816510,2024-10-30,15:06,Clear,Low
Fraud,19.875949425156900,87.69015954870220,2024-12-17,20:01,Cloudy,Low
Vandalism,30.64513023337740,68.78799309451030,2024-12-13,14:35,Stormy,Medium
Theft,11.214509761306300,86.8628911445068,2024-02-11,02:31,Rainy,High
Homicide,15.693163822280800,77.79526938782160,2024-12-08,17:33,Stormy,Low
Arson,33.78869229996020,71.98470675704630,2024-04-13,22:53,Cloudy,High
Theft,33.24264834589940,78.4592962888529,2024-04-30,08:50,Stormy,High
Burglary,32.320351176686700,69.06517749550880,2024-08-02,08:38,Rainy,High
Robbery,16.577225868329800,79.29315038817970,2024-02-25,14:18,Foggy,Medium
Arson,20.782305201523700,89.73361653354520,2024-08-20,03:20,Clear,Low
Drug Offense,13.129384307771500,83.68532395375470,2024-07-10,02:56,Cloudy,Medium
Drug Offense,27.07284211805480,83.5531576762558,2024-01-19,03:16,Foggy,Low
Homicide,32.94803666454930,68.7244000223496,2024-01-15,02:04,Rainy,High
Theft,8.395925898072840,93.72161568234150,2024-12-15,16:27,Rainy,Low
Theft,11.297426791958200,73.34733924242430,2024-09-30,04:22,Foggy,Medium
Homicide,34.870876255536900,88.46649973409280,2024-09-28,01:30,Clear,Low
Burglary,34.56492935747000,78.22499094504210,2024-07-29,14:22,Foggy,Medium
Homicide,32.8297455530366,96.51829803875080,2024-12-23,21:58,Stormy,High
Arson,36.30812183800660,82.44576383593820,2024-07-10,10:00,Clear,Medium
Assault,23.53398778518930,93.67567834944830,2024-06-29,02:55,Cloudy,High
Robbery,17.564288324733,89.44709788527560,2024-03-24,20:10,Rainy,Low
Fraud,26.0311375128465,89.46219750328350,2024-01-23,10:02,Clear,Medium
Arson,10.97852842845390,81.48888168961420,2024-06-10,01:38,Foggy,High
Fraud,16.378458769919200,69.77408913353160,2024-01-14,03:06,Stormy,High
Drug Offense,18.729120928476700,96.98343102548970,2024-12-30,00:00,Cloudy,Medium
Vandalism,9.890766635492470,73.72040109865020,2024-06-06,08:52,Cloudy,Medium
Assault,28.637455214804100,93.74939348374430,2024-05-19,12:30,Stormy,Medium
Fraud,8.76298251044838,69.25686175940860,2024-12-27,20:18,Cloudy,High
Burglary,13.653303886480400,80.41906538441480,2024-03-02,01:33,Clear,Low
Homicide,13.585872200649200,78.10982074607650,2024-07-23,11:06,Stormy,Low
Homicide,17.564025671914000,85.46427622760320,2024-12-26,14:56,Cloudy,Low
Fraud,17.94334673827360,77.96570218773490,2024-11-15,19:16,Rainy,Medium
Theft,29.80168136465600,72.65989306489280,2024-05-25,20:56,Rainy,High
Robbery,18.585138204674400,68.56675763465620,2024-06-26,14:36,Clear,High
Robbery,21.184964732299100,82.10979607696480,2024-12-11,08:17,Cloudy,Low
Vandalism,15.626261919804600,83.91730563475790,2024-07-21,09:04,Clear,High
Drug Offense,9.007443315728170,95.08826772503020,2024-04-27,20:50,Stormy,High
Homicide,31.724408174986800,79.06078182102240,2024-12-01,04:14,Cloudy,Medium
Theft,15.666780416013400,94.8406481305067,2024-08-13,17:41,Rainy,Low
Vandalism,18.729120928476700,96.98343102548970,2024-03-15,07:16,Foggy,Low
Burglary,25.46500129593720,80.79705787055830,2024-06-27,15:26,Stormy,High
Assault,36.78482225592260,69.91992640526830,2024-05-16,04:15,Rainy,Medium
Vandalism,13.355897844045600,93.04553006549560,2024-05-20,16:27,Stormy,Low
Fraud,35.91529406707040,70.21810975607630,2024-07-23,01:41,Foggy,High
Fraud,9.709194671768090,82.35489567242690,2024-03-09,04:38,Stormy,Low
Vandalism,8.259607141383320,92.46466362330140,2024-07-01,07:16,Cloudy,High
Vandalism,33.85353001085840,80.48878474576380,2024-03-19,02:19,Stormy,Medium
Robbery,26.254443713221800,95.80735591689810,2024-01-27,05:11,Rainy,Medium
Burglary,11.639359368959300,76.65928810060920,2024-08-23,07:31,Cloudy,High
Burglary,31.14497813498940,77.46919193635260,2024-10-28,13:33,Foggy,Low
Burglary,32.03242492175640,74.09065672221330,2024-04-08,17:40,Stormy,Low
Theft,17.397534293025900,87.02815402156260,2024-07-27,05:55,Foggy,Low
Vandalism,31.095891327996200,78.68375615862390,2024-07-05,04:46,Rainy,Medium
Vandalism,19.371070589013200,73.07540788331340,2024-03-29,23:14,Foggy,Low
Theft,23.89839883114460,94.73567907682310,2024-09-26,10:42,Stormy,Medium
Fraud,22.635834600786000,80.24287268258980,2024-01-02,13:31,Rainy,High
Burglary,14.435073672861000,79.14166489262040,2024-12-17,08:44,Cloudy,Low
Theft,8.3258936943377,92.6501679634667,2024-09-15,16:53,Stormy,Medium
Burglary,28.010673942385100,86.52162013212860,2024-06-25,10:52,Clear,Medium
Theft,9.52586677176251,86.12090136265770,2024-12-30,04:24,Cloudy,High
Robbery,24.899055286302000,73.1780303934566,2024-11-14,08:52,Cloudy,Low
Homicide,15.517381998714500,93.59281481071870,2024-07-22,00:05,Foggy,High
Burglary,17.473092058384000,90.51078161068370,2024-05-22,09:28,Stormy,Low
Theft,16.21503537727310,72.66789278546440,2024-12-29,10:02,Stormy,Low
Arson,29.69107889242450,91.65233435083020,2024-01-10,11:45,Cloudy,High
Arson,23.726979507983900,87.32108980304780,2024-04-12,17:00,Foggy,High
Homicide,18.456971232271100,76.210797785634,2024-06-03,11:05,Stormy,Medium
Burglary,19.283682729201700,77.44718255571260,2024-10-16,22:18,Foggy,High
Burglary,29.177363764724100,85.93187641525540,2024-01-25,08:32,Foggy,High
Burglary,23.33361810077000,71.4643439623846,2024-06-20,12:51,Cloudy,Medium
Vandalism,30.946926137470000,75.6636458468733,2024-08-16,19:58,Rainy,Low
Burglary,32.87374017757100,94.96676140037060,2024-06-22,13:50,Rainy,Low
Fraud,33.62919633579250,69.01240830176490,2024-06-21,20:52,Rainy,High
Burglary,32.29003187344700,82.37622574698480,2024-08-27,22:44,Foggy,Low
Drug Offense,25.479040639749200,71.17602700481190,2024-11-05,01:16,Stormy,High
Burglary,8.906293976105130,91.61264302636100,2024-11-14,09:50,Cloudy,Low
Assault,10.694372987700300,73.72952628686080,2024-05-29,20:58,Cloudy,Low
Drug Offense,12.032491575999500,71.50199355946490,2024-08-14,18:37,Cloudy,High
Fraud,34.669051900987600,90.29764067548640,2024-01-08,00:32,Stormy,Medium
Assault,26.29317935428960,72.55446669884500,2024-03-07,17:01,Cloudy,Medium
Vandalism,31.869306221143000,80.7746850254058,2024-04-16,13:20,Rainy,Medium
Burglary,36.88300906636510,73.76736229879780,2024-04-26,01:09,Clear,High
Drug Offense,27.00064416003950,93.60148271323140,2024-04-13,23:38,Clear,High
Arson,36.76125392151700,82.56456147299500,2024-10-01,00:00,Cloudy,High
Arson,10.754752544528200,94.12048402172560,2024-05-25,22:24,Cloudy,Medium
Theft,35.375660447187000,78.38349018955530,2024-03-29,12:04,Stormy,Low
Drug Offense,12.241135370478500,81.1372240844372,2024-02-20,04:50,Foggy,High
Drug Offense,27.09733261623680,74.40016917939180,2024-02-27,14:10,Stormy,Medium
Burglary,19.408866446015700,70.82463864641130,2024-12-19,09:13,Clear,High
Homicide,20.41830645398310,68.88379912761160,2024-02-08,01:12,Foggy,High
Drug Offense,10.645035327338400,70.53524656020110,2024-04-28,20:22,Clear,Medium
Robbery,20.0041085823174,74.57909912361650,2024-03-04,16:14,Rainy,Low
Burglary,25.420739447631500,85.67111094865790,2024-11-08,14:54,Foggy,High
Fraud,16.902930362557300,69.90497737523160,2024-05-02,17:57,Foggy,Low
Homicide,33.167999333304300,81.59545564571390,2024-12-11,13:07,Clear,Medium
Assault,28.775699932774300,86.54914659980570,2024-06-28,08:45,Foggy,High
Arson,19.027965409341700,82.77382529804100,2024-09-16,13:37,Foggy,High
Theft,19.335983220227300,69.99276801095710,2024-10-21,08:10,Stormy,Low
Homicide,20.60100220334430,79.72420668560620,2024-11-17,17:25,Foggy,Low
Theft,13.799065344681300,69.35313282371730,2024-09-07,16:41,Foggy,Medium
Vandalism,16.902930362557300,69.90497737523160,2024-09-05,23:07,Stormy,High
Fraud,33.502933310822200,89.51128288519850,2024-07-30,13:16,Stormy,Low
Drug Offense,12.168935595932800,95.25767463811000,2024-01-12,00:13,Cloudy,Low
Assault,9.365994809074860,74.53203783996310,2024-06-05,01:21,Stormy,High
Fraud,24.19330758791510,74.51129586576980,2024-10-04,14:18,Foggy,Medium
Fraud,19.31337363383630,77.57067752989470,2024-09-26,06:31,Stormy,Medium
Assault,29.04657336592830,74.42097178381970,2024-06-25,02:22,Foggy,Low
Drug Offense,24.08600596242920,69.47742611788660,2024-06-23,00:55,Stormy,High
Homicide,28.775699932774300,86.54914659980570,2024-05-28,19:20,Stormy,High
Drug Offense,14.998742066371700,88.99008085997180,2024-09-28,15:40,Foggy,High
Homicide,21.817325417287300,70.49140950464640,2024-01-25,17:41,Cloudy,Low
Theft,22.64760376476510,95.04115551580990,2024-08-06,18:59,Foggy,Low
Homicide,15.593266909088700,84.65218161055600,2024-07-20,00:02,Stormy,High
Robbery,31.498714434859800,85.18293184659460,2024-06-13,01:45,Stormy,Medium
Burglary,34.360471081230800,93.96864306358510,2024-03-08,15:19,Cloudy,Medium
Theft,31.05629173474660,69.23682734852110,2024-01-07,21:43,Stormy,Low
Vandalism,22.05851255828460,71.04712093922140,2024-06-16,13:01,Clear,Medium
Arson,15.593266909088700,84.65218161055600,2024-04-24,07:17,Rainy,High
Arson,16.750641393887700,94.63356411266540,2024-10-14,10:11,Foggy,Low
Homicide,26.628057730675700,94.80208817074530,2024-01-29,17:10,Foggy,High
Arson,36.63529256980520,90.01458937714750,2024-01-01,16:44,Stormy,Medium
Theft,27.328807539751700,74.79729301969960,2024-05-02,10:51,Rainy,Low
Robbery,20.37342442349870,94.4252127125003,2024-06-19,23:25,Foggy,Medium
Assault,30.642144768443600,71.43698787679790,2024-06-08,14:56,Foggy,Medium
Burglary,10.555588954651400,93.67055700625980,2024-04-07,08:23,Foggy,Low
Theft,33.25246404971180,80.74449791367690,2024-09-19,08:57,Clear,Low
Burglary,32.92495751982040,78.92700254771320,2024-12-05,09:58,Rainy,Low
Arson,20.257073146146300,71.06791627967270,2024-01-31,14:43,Cloudy,Low
Arson,18.440162600196700,68.78848609462320,2024-05-13,14:25,Foggy,High
Burglary,26.815784804938900,68.10855554296560,2024-04-19,06:34,Cloudy,High
Arson,24.76796862273200,70.04917380589350,2024-02-01,22:27,Cloudy,High
Theft,26.07874830951540,77.06688155528430,2024-07-10,00:04,Clear,Medium
Theft,24.73725326841940,79.01193764177920,2024-08-25,04:21,Cloudy,Low
Arson,11.4410624149949,92.95775648156250,2024-05-13,01:21,Clear,Low
Theft,33.88172921254950,68.5631048891867,2024-07-03,05:51,Cloudy,High
Theft,35.097534765382300,75.42319086418080,2024-06-21,07:01,Clear,High
Robbery,19.3621545616663,78.42105546861010,2024-06-05,01:35,Rainy,Medium
Assault,24.078577762739000,87.3650865196054,2024-02-09,22:49,Cloudy,High
Drug Offense,17.764343755922700,81.75355627271750,2024-11-13,14:05,Clear,High
Fraud,25.46500129593720,80.79705787055830,2024-12-01,08:19,Clear,Low
Arson,9.318034949110410,94.0310377781293,2024-02-07,16:27,Clear,High
Homicide,12.208621064824500,88.35636629469990,2024-06-24,19:12,Clear,Low
Burglary,21.064709528399900,70.47318157047640,2024-11-06,04:26,Clear,Medium
Drug Offense,11.243888310400300,70.23746221970930,2024-03-19,14:43,Foggy,Low
Arson,17.246551451269300,91.58868937409730,2024-09-24,16:57,Stormy,Low
Burglary,33.38521528053030,82.61489160310300,2024-06-17,10:33,Cloudy,High
Fraud,14.360405952245900,70.24993103196350,2024-06-12,16:40,Rainy,High
Arson,26.00709866847910,95.52317140320030,2024-05-26,12:25,Cloudy,Medium
Drug Offense,9.890766635492470,73.72040109865020,2024-06-16,10:00,Rainy,Medium
Homicide,34.240869131120100,80.11433476867360,2024-02-14,15:24,Cloudy,Medium
Homicide,27.328807539751700,74.79729301969960,2024-02-27,20:12,Cloudy,High
Theft,23.035836590774800,69.04509463658390,2024-11-14,17:34,Cloudy,Low
Burglary,16.574112696970200,95.18045502973840,2024-06-26,03:01,Clear,Low
Burglary,24.08600596242920,69.47742611788660,2024-01-10,12:48,Stormy,Medium
Assault,32.06490584452150,87.10397219254340,2024-04-05,22:52,Clear,Medium
Burglary,14.858316258100200,75.24842526581470,2024-08-06,15:48,Stormy,High
Fraud,22.018636896286500,87.21516407926600,2024-11-25,13:26,Foggy,Low
Burglary,30.945071650417600,75.51150193148110,2024-05-25,18:44,Cloudy,Medium
Burglary,35.775668339060300,70.1675930605213,2024-04-14,06:18,Stormy,Low
Theft,34.050461336843400,69.30799078098530,2024-06-25,02:11,Cloudy,High
Theft,22.969322944498900,79.15404811159200,2024-06-28,04:23,Clear,High
Assault,26.44460244750360,86.78777387455510,2024-02-11,10:32,Foggy,Medium
Burglary,17.93669596228400,79.46179306337740,2024-04-25,00:01,Clear,Medium
Fraud,16.62826886178370,90.89904953737430,2024-09-10,03:05,Cloudy,Low
Homicide,14.132904074753700,92.63930158274040,2024-01-07,21:12,Cloudy,Medium
Fraud,24.521539467733900,95.43402996330310,2024-03-14,12:49,Foggy,Medium
Assault,26.628057730675700,94.80208817074530,2024-12-24,05:31,Foggy,Low
Homicide,20.25135461042490,88.47080232930800,2024-07-22,03:22,Stormy,Low
Homicide,34.00486485780480,85.45811570214700,2024-03-26,12:46,Foggy,Low
Drug Offense,18.923473227362600,72.91595147200250,2024-03-02,11:28,Stormy,Low
Fraud,23.912121930556700,70.57590435103590,2024-08-10,00:03,Cloudy,Medium
Robbery,17.247344688314000,94.165346570091,2024-12-21,14:15,Clear,Low
Theft,33.88172921254950,68.5631048891867,2024-07-20,14:06,Foggy,Low
Fraud,19.14896317282980,74.33149271624420,2024-11-28,00:36,Stormy,Low
Arson,13.805022392975500,80.21987078564810,2024-04-02,12:53,Rainy,High
Vandalism,36.540218062390200,81.77352312734330,2024-08-05,21:07,Clear,Low
Burglary,36.31635754959790,75.3984921330727,2024-03-13,07:48,Rainy,Low
Burglary,22.707399990753300,82.62525309953830,2024-06-28,23:45,Clear,Low
Burglary,23.031076962638600,90.50087462731740,2024-04-08,06:54,Rainy,Medium
Robbery,19.387593668082600,95.56252948812240,2024-07-27,15:17,Clear,Medium
Homicide,33.85353001085840,80.48878474576380,2024-11-17,09:31,Foggy,Medium
Robbery,18.17896604156220,85.9147830992236,2024-07-08,21:25,Foggy,Low
Theft,14.445423473921300,72.56248028697340,2024-07-31,05:03,Rainy,Medium
Robbery,23.61723514701600,74.52355818554170,2024-04-20,23:22,Foggy,Low
Arson,36.89694179816210,86.19719539221940,2024-05-20,01:26,Foggy,Low
Fraud,18.297531125751600,84.19808681572520,2024-05-01,17:10,Stormy,Medium
Vandalism,29.412484041748500,83.23922470400870,2024-11-03,10:46,Clear,High
Drug Offense,17.79387506302500,79.86996433125460,2024-09-19,12:56,Foggy,High
Drug Offense,11.378025348136400,69.92043606121540,2024-07-15,13:31,Stormy,Low
Arson,13.585872200649200,78.10982074607650,2024-07-26,10:20,Cloudy,Low
Burglary,29.696382651028200,70.20666762545150,2024-09-23,19:55,Rainy,Low
Vandalism,31.16618776695000,71.0968957152759,2024-02-27,19:39,Stormy,Low
Robbery,8.152801815130510,90.38139355308470,2024-09-28,01:47,Foggy,Low
Theft,12.219871144591400,72.26008386240970,2024-08-18,08:56,Cloudy,High
Vandalism,17.53825084754460,70.76563870085810,2024-03-30,12:59,Clear,High
Homicide,15.626261919804600,83.91730563475790,2024-05-15,00:24,Clear,Medium
Fraud,32.910100076835400,74.62812098000410,2024-10-17,20:39,Stormy,High
Fraud,36.888467870309000,72.83330265926010,2024-04-17,12:02,Rainy,High
Fraud,23.61723514701600,74.52355818554170,2024-12-13,17:41,Stormy,Medium
Homicide,12.401385056760500,96.5046865109098,2024-09-05,13:31,Rainy,High
Theft,22.33332965167160,89.38563738137360,2024-01-03,10:11,Clear,Medium
Burglary,17.56027093505190,70.96947577875380,2024-07-10,16:54,Clear,High
Theft,31.869306221143000,80.7746850254058,2024-09-04,20:59,Stormy,High
Vandalism,9.811751121394870,71.81648149244900,2024-11-28,06:20,Cloudy,Medium
Burglary,33.92304884053580,73.63292461517650,2024-04-13,03:36,Stormy,Low
Robbery,12.436311663865600,87.81414032643230,2024-03-22,00:53,Foggy,High
Robbery,17.55102949161200,83.18134375835620,2024-10-21,12:16,Clear,Low
Theft,14.132904074753700,92.63930158274040,2024-02-05,06:22,Clear,Low
